id,formula,e_form,dft_bandgap_eV,dft_bandgap_dir_eV,sk_bandgap_eV
agm002159382,SrLi2(MgSi)2,-0.31837732,0.0,0.6057,0.5279276371002197
agm006078698,Sr(Li2Rh)4,-0.17820404,0.0,0.00030000000000000003,0.0008511543273925781
agm003231456,SrLi2SiO4,-3.023381,4.6852,4.8756,6.819757461547852
agm004773453,SrLi2TiO4,-3.045551,4.6441,4.6441,5.411951065063477
agm004549523,SrLi2(ZnSn)2,-0.41662586,0.0,0.0001,0.004006385803222656
agm005594867,SrLiAg,-0.22231236000000001,0.0,0.0038,0.008884429931640625
agm004992816,SrLiAlP2,-0.8802660999999999,1.0886,1.1376,2.4597651958465576
agm005006113,SrLiAs2Pd,-0.85339963,0.0,0.0,0.0018911361694335938
agm003232702,SrLiBO3,-3.001699,4.3723,4.6134,6.69979190826416
agm002283570,SrLi(CuAs)2,-0.6054463,0.0,0.0,0.001079559326171875
agm001039642,SrLiGa,-0.31701234,0.0,0.0001,0.0005621910095214844
agm003219330,SrLiGe2,-0.5353321999999999,0.0,0.0,0.0064525604248046875
agm005072022,SrLiMoF6,-3.4114246,4.4764,4.6248000000000005,0.0004258155822753906
agm002930264,Sr(LiP)2,-0.8349628,0.0993,0.7319,0.0011591911315917969
agm005087715,SrLiRhF6,-2.9841907,1.9326,1.9418000000000002,3.0784130096435547
agm003223228,SrLiVF6,-3.5814636,2.5014000000000003,2.5205,6.29425048828125e-05
agm002285374,SrMg2Ag,-0.21758488,0.0,0.0,0.0049190521240234375
agm002219827,SrMg2Cu,-0.115748875,0.0,0.0,0.002520322799682617
agm005220975,SrMg2(GaN2)2,-0.81167316,1.6191,1.6191,3.1737053394317627
agm002159884,SrMg2Pd,-0.46628672,0.0,0.0013000000000000002,0.008731603622436523
agm003273757,SrMg3SiN4,-1.1585737,2.4399,2.74,2.6765456199645996
agm006091868,SrMg4Si3,-0.27003628,0.0,0.0,0.3994724750518799
agm005004467,SrMgAl2Ga,-0.29343749999999996,0.0,0.0,0.04584169387817383
agm004882989,SrMg(BeH4)2,-0.36948955,4.3209,4.5981000000000005,4.677122116088867
agm005016124,SrMgCdGe2,-0.40223196,0.0,0.003,0.007025718688964844
agm004744998,SrMg(GaPd)2,-0.68478775,0.0,0.0,0.0004475116729736328
agm002340361,SrMgH4,-0.48179819999999995,2.8627000000000002,3.2571,3.7162892818450928
agm003249957,SrMgP2O7,-3.124502,5.3832,5.3832,7.813617706298828
agm002161320,SrMgSi,-0.407505,0.0,0.0,0.8506870269775391
agm002343520,Sr(MgSn)2,-0.43253857,0.0,0.0748,0.013170719146728516
agm005268391,SrMn2V2O8,-2.5364883000000003,2.1164,2.1164,0.0004029273986816406
agm004999364,SrMnBrO2,-2.3462777,2.4029,2.7229,0.0008335113525390625
agm005022951,SrMnCoP2,-0.8359479,0.0,0.0335,0.0028533935546875
agm005015942,SrMnGe2Ru,-0.41521236,0.0,0.0008,0.014435768127441406
agm002163592,SrMnN3,-0.7783717,0.0,0.0118,0.0028100013732910156
agm005022871,SrMnP2Rh,-0.8721865,0.0,0.0509,0.011746883392333984
agm005078378,SrMnTeO6,-2.1859462,1.9942000000000002,2.0493,8.296966552734375e-05
agm005729450,SrMoF6,-3.3986495,2.4939,2.4979,0.00014519691467285156
agm002163281,SrN2,-0.75809836,0.0,0.005200000000000001,0.0037059783935546875
agm003244067,SrNb2O6,-3.2485483,2.9929,2.9929,5.29550838470459
agm005851047,Sr(NF)2,-2.6059034,4.9289000000000005,4.9674,4.9023847579956055
agm003619610,SrNi2Ge,-0.4230558,0.0,0.016900000000000002,0.004668712615966797
agm005542790,SrNi3,-0.062170338000000006,0.0,0.0,0.0005092620849609375
agm003222524,SrNi5P3,-0.71084386,0.0,0.0,0.0005407333374023438
agm002226692,SrNiAs2,-0.7351152999999999,0.0,0.0132,0.013445377349853516
agm002389763,SrNiF6,-2.5695581,1.6368,1.6368,4.327940940856934
agm002168165,SrNiGe3,-0.46922349999999996,0.0,0.0007,0.04857826232910156
agm005808507,SrNiH6,-0.34319645,2.0613,2.5307,3.148758888244629
agm002305622,SrNiP,-0.8586459999999999,0.0,0.0,0.009707927703857422
agm005203714,SrNiPH,-0.75273174,0.0,0.0917,0.001922607421875
agm002227493,SrNiSn3,-0.4352316,0.0,0.0004,0.015017986297607422
agm001192057,SrO,-3.083127,3.2773,3.3873,1.7926239967346191
agm002297664,Sr(OF)2,-2.708183,1.6076000000000001,1.6078000000000001,0.0011649131774902344
agm003249962,SrP2PdO7,-2.6101282,0.5231,0.5285000000000001,0.3697035312652588
agm005837377,SrP3Pd10,-0.56264895,0.0,0.0,0.005002021789550781
agm003201443,SrPd2,-0.6372487,0.0,0.0,0.0044825077056884766
agm005733856,SrPdCl6,-1.5916513,1.2488000000000001,1.3168,2.624948501586914
agm003279084,SrPH,-0.79753417,0.8613000000000001,1.7345000000000002,2.341484308242798
agm005203838,SrPHRh,-0.86518383,0.0,0.0,0.0010862350463867188
agm003244115,Sr(PO3)2,-2.993335,5.4213000000000005,5.4213000000000005,7.434442043304443
agm003269373,Sr(PRh)2,-0.93721884,0.0,0.0771,0.00018143653869628906
agm003225920,SrPS3,-1.5296794999999999,3.1935000000000002,3.2104,4.414621829986572
agm002389964,SrRhF6,-2.7784572,0.0,0.0,0.00010776519775390625
agm005733854,SrRu2F11,-2.5543265,0.0,0.0001,0.0015120506286621094
agm005728829,SrRuO4,-2.0648098,0.0925,0.0925,0.0001850128173828125
agm005671149,Sr(S3Br)2,-1.0495743,2.1989,2.3744,3.7263641357421875
agm005545977,SrS5,-1.1123807000000001,1.024,1.024,3.283768892288208
agm005770312,SrSb2Rh3,-0.6201019999999999,0.0,0.0,0.0002827644348144531
agm005662249,SrSbBr,-1.4014584,0.091,0.3618,0.04028916358947754
agm005009212,SrSbHPd2,-0.7071638,0.0,0.0284,0.0020322799682617188
agm002321044,SrSbPd,-0.9147339,0.0,0.0,1.6450881958007812e-05
agm002189590,Sr(SbRh)2,-0.7171628999999999,0.0,0.0553,0.006712436676025391
agm002353840,SrScCuS3,-1.947715,0.9303,1.1153,0.820502519607544
agm005080760,SrScIO6,-2.3952885,2.5094000000000003,2.6152,5.060596466064453
agm004753557,SrSc(ZnGa)2,-0.47568269999999996,0.0,0.0,0.01242685317993164
agm002229402,SrSeO4,-2.1524677,3.6023,3.9345,8.229283332824707
agm003186639,SrSi2Ni,-0.5471779999999999,0.0,0.0218,0.018343687057495117
agm006098445,Sr(Si2Rh3)2,-0.8736047,0.0,0.0,0.0029401779174804688
agm005945872,SrSi3Ni5,-0.58410007,0.0,0.006500000000000001,0.0021958351135253906
agm003269712,SrSi(AgS2)2,-1.189421,0.8308000000000001,1.6245,1.2728040218353271
agm005008099,SrSiHPd2,-0.72534144,0.0,0.031,0.010943174362182617
agm002357025,SrSiNi2,-0.5063443,0.0,0.0635,0.034566402435302734
agm002240653,Sr(SiPd)2,-0.74259686,0.0,0.055400000000000005,0.0008420944213867188
agm002186591,Sr(SiRh)2,-0.9186466999999999,0.0,0.07690000000000001,0.011435985565185547
agm003617467,SrSn2Pd,-0.6809267999999999,0.0,0.0108,0.009724617004394531
agm001830325,SrSn3,-0.40698394,0.0,0.0618,0.0018246173858642578
agm002244026,Sr(Sn3Ru2)2,-0.26952556,0.0,0.1569,0.0021314620971679688
agm003206801,SrSn(BO3)2,-2.835698,3.6537,4.1021,5.092433929443359
agm003202895,SrSnP,-0.74795425,0.0,0.0,0.004145145416259766
agm005598116,SrSnPd2,-0.7180006999999999,0.0,0.0098,0.0010836124420166016
agm005671796,SrSnSe2,-1.2595428,1.1427,1.1427,2.0693674087524414
agm005835566,Sr(Tc2P)2,-0.5398961999999999,0.0,0.0344,0.014308452606201172
agm005646975,SrTcN2,-0.6684667,0.4227,0.6441,0.0028705596923828125
agm003733744,SrTcO4,-2.5076602,0.0,0.0521,0.0006835460662841797
agm005020377,SrTcP2Ru,-0.8441069999999999,0.0,0.0,0.0013952255249023438
agm003225809,SrTeO3,-2.3827324,3.7297000000000002,3.8339,5.572501182556152
agm005076179,SrTeRuO6,-2.0017085,0.1706,0.2756,0.0009691715240478516
agm003242813,SrTi4(PO4)6,-3.1066592,2.7706,2.7858,5.14504337310791
agm003263172,SrTiN2,-1.5546905999999998,0.7816000000000001,0.7816000000000001,2.0948872566223145
agm006054204,Sr(TiS2)4,-1.9081386,0.0,0.0007,0.0005106925964355469
agm005678195,SrV2O6,-2.6938634,3.2451,3.2616,4.651750564575195
agm005729497,SrVF5,-3.6842965999999997,2.2667,2.2874,0.002696514129638672
agm003129406,SrVO3,-2.932536,1.4605000000000001,1.4605000000000001,0.006145954132080078
agm005078453,SrVTeO6,-2.3962343,1.77,1.8034,0.005381584167480469
agm002237068,SrYCuS3,-2.0257363,1.2896,1.4689,1.1073806285858154
agm005076686,SrYIO6,-2.3771858,2.4804,2.5528,4.323731422424316
agm003272801,Sr(YSe2)2,-1.9648045,1.427,1.427,3.059752941131592
agm003237742,SrZn13,-0.15671858,0.0,0.0,0.0009143352508544922
agm002340731,SrZn2FeH8,-0.25799564,1.5792000000000002,1.6587,1.2480604648590088
agm004748924,SrZn2Ru2C,-0.12634623,0.0,0.0751,0.006035804748535156
agm002324470,SrZn3Pd2,-0.53794724,0.0,0.0009000000000000001,0.008601665496826172
agm003231469,SrZn5,-0.21416558,0.0,0.027200000000000002,0.008409500122070312
agm005920385,SrZn9Rh2,-0.30870616,0.0,0.0471,0.003220796585083008
agm005016342,SrZnAgGe2,-0.3636777,0.0,0.0,0.01420736312866211
agm005098544,SrZnCoH6,-0.3221522,0.0,0.0,0.0011522769927978516
agm003607154,SrZnGa,-0.38324088,0.0,0.0386,0.00830698013305664
agm002246565,SrZnGe,-0.5325213,0.0,0.0,0.002868175506591797
agm002246923,SrZnIn,-0.36383998,0.0,0.0,0.0013918876647949219
agm003127803,SrZnO2,-2.4350498,2.0787,2.0787,3.148621082305908
agm005180754,SrZnPH,-0.72950065,1.1854,1.8206,2.4958958625793457
agm002231645,SrZnSeO,-1.9734045,1.9604,1.9604,3.8000648021698
agm005018848,SrZnSi2Pd,-0.542107,0.0,0.1754,0.003720998764038086
agm002300497,SrZnTeO,-1.8119496,1.8215,1.8215,3.086354970932007
agm004781705,SrZr2ZnN4,-1.2991067,0.5113,0.6559,1.349942684173584
agm006083967,SrZr5N7,-1.7052732,0.0,0.0048000000000000004,0.0026793479919433594
agm002230619,SrZrGe2O7,-2.8720782,3.7771,3.7771,6.629151821136475
agm003129289,SrZrO3,-3.6663213,3.6302,3.6357,0.0031309127807617188
agm004754516,SrZr(SbPd)2,-0.8410871999999999,0.0,0.0,0.004091978073120117
agm003621766,Tc2BMo,-0.2899045,0.0,0.0083,0.005136966705322266
agm005541398,Tc2H,-0.11023649,0.0,0.0,0.0017385482788085938
agm005259694,Tc2O5F4,-2.0809903,1.8708,1.9292,6.215747356414795
agm003283272,Tc2Te5,-0.27238235,0.5802,0.6454000000000001,0.19202661514282227
agm003220514,Tc3P,-0.33956662,0.0,0.040400000000000005,0.0029478073120117188
agm005847932,Tc3RhO12,-1.7311035000000001,1.407,1.4197,1.770010232925415
agm005532012,Tc5Ru2,-0.04899604,0.0,0.030100000000000002,0.00012826919555664062
agm005997068,TcAg3Cl8,-0.9268932,0.0,0.07440000000000001,0.002590656280517578
agm006095604,Tc(AgCl2)6,-0.8627182,0.0,0.0021000000000000003,0.0005102157592773438
agm003764144,TcAgF6,-2.1555315999999998,0.0,0.0146,0.00034737586975097656
agm003220521,TcBr3,-0.3548126,0.0463,0.0463,0.0003705024719238281
agm005954852,TcCl2F5,-1.90694,0.2111,0.2356,0.017495155334472656
agm005546904,TcCl6,-0.9603940999999999,0.0,0.0,0.0007467269897460938
agm003293816,TcGe,-0.18121311,0.0,0.11660000000000001,0.005734920501708984
agm005971222,Tc(IF)2,-1.2141663,0.0,0.0219,0.03826093673706055
agm005791339,TcNiBr6,-0.36418366,0.5181,0.5234,0.0006656646728515625
agm005784431,TcNiF6,-2.3491209,1.6916,1.6947,0.0034723281860351562
agm003211585,TcO2,-1.882498,0.0,0.0053,0.025386333465576172
agm005727259,TcO3F,-1.9602219,3.1867,3.243,6.432966709136963
agm005605811,TcP2Ru3,-0.45879886000000003,0.0,0.0,0.0050449371337890625
agm005998472,Tc(PO3)3,-2.3392355,0.0102,0.0371,0.10977458953857422
agm003300282,TcRh8,-0.06311346600000001,0.0,0.0,0.0012149810791015625
agm003211974,TcS2,-1.0628893,1.1393,1.2037,0.8854293823242188
agm001037091,TcSbTe,-0.17561194,0.426,0.518,0.02406597137451172
agm005784223,TcSnF6,-2.5032804,1.3472,1.3963,0.0016546249389648438
agm002244345,TcTe2,-0.27513853,0.4383,0.6076,0.004020214080810547
agm002136092,Te2As2Se,-0.060083203,0.49970000000000003,0.55,0.78969407081604
agm005959026,Te2H2Pd,-0.20173624,0.24960000000000002,0.8383,2.9360241889953613
agm003249924,Te2Mo3Se7Br10,-0.48262879999999997,1.5787,1.5836999999999999,1.6311917304992676
agm003234116,Te2P2O9,-2.123401,3.4164,3.4317,6.446216583251953
agm003242607,Te2(PO4)3,-2.133874,0.0,0.0006000000000000001,4.482269287109375e-05
agm003275827,Te2S(O2F3)2,-2.2028198,3.9913,3.9913,8.44833755493164
agm003275921,Te3P2O11,-2.0088181,3.4277,3.4277,6.405745983123779
agm003215682,Te4Mo3,-0.25826448,0.0073,0.0151,0.0009021759033203125
agm003258351,Te4Rh3,-0.38653509999999996,0.0,0.0,0.0012197494506835938
agm003226668,Te6RhCl3,-0.5747936,1.2313,1.3771,2.1946170330047607
agm003237594,Te7RuI6,-0.14448442,0.9028,0.9258000000000001,1.4799385070800781
agm002205114,TeAsCl,-0.5276139,1.3183,1.4459,3.295433282852173
agm003210857,TeAsRu,-0.41966635,0.7916000000000001,1.177,1.992457628250122
agm003227066,TeF4,-2.4929879,3.805,3.817,7.906358242034912
agm005771771,TeH4N,-0.39424655000000003,0.0,0.0175,0.01096343994140625
agm003262986,TeI,-0.07216551,0.902,0.9175000000000001,1.1912293434143066
agm003231039,TeO2,-1.4949892,2.4611,2.4688,5.409435272216797
agm005270833,TePCl9,-1.1101661,1.8286,1.8286,2.9273695945739746
agm005609483,TePdN,-0.2997568,0.0,0.0028,0.001171112060546875
agm002262294,TeRhCl,-0.7267617,0.8247,0.8554,3.1396141052246094
agm005726441,Te(S3I)2,-0.38917994,0.37170000000000003,0.5408000000000001,1.225759744644165
agm003246651,TeS7Cl2,-0.7356917,2.2193,2.2193,3.933617115020752
agm003211593,TeSeO4,-1.347804,2.9069000000000003,2.9526,5.139399528503418
agm003220060,Ti10CrSb5,-0.44290704000000003,0.0,0.0,0.0007538795471191406
agm005715681,Ti11Ga9Fe4,-0.46216542,0.0,0.0,0.002007007598876953
agm001115568,Ti2AgMo,-0.09693741,0.0,0.0,0.0009098052978515625
agm001197799,Ti2AlGa,-0.44340488,0.0,0.0,0.001251220703125
agm003263129,Ti2AlN,-1.2676102,0.0,0.0,0.0002503395080566406
agm001116901,Ti2AlTc,-0.5237465,0.0,0.054,0.0028252601623535156
agm002140619,Ti2AsC,-0.8908455,0.0,0.0,0.0018968582153320312
agm005810538,Ti2Be16Cu,-0.20684412,0.0,0.0,0.004008769989013672
agm005680215,Ti2Be3Ni,-0.29038729999999996,0.0,0.0102,0.0008206367492675781
agm003628811,Ti2BeP,-0.8712101,0.0,0.023100000000000002,0.0004177093505859375
agm002139904,Ti2CCl2,-1.6045059,0.0,0.0,0.014829635620117188
agm001927114,Ti2CdN,-1.0868514,0.0,0.0,0.0020694732666015625
agm003285619,Ti2Cl13,-1.5156475,0.0,0.0263,0.00028228759765625
agm005129445,Ti2Co5GeB2,-0.5542785,0.0,0.0,0.00043392181396484375
agm003274695,Ti2CoO5,-2.9776468,1.7786,1.788,0.0014390945434570312
agm005835775,Ti2CrPd9,-0.46505234,0.0,0.006900000000000001,0.002763032913208008
agm002140622,Ti2CSe,-1.0669737,0.0,0.0,0.0026063919067382812
agm005794291,Ti2CuRh3,-0.6719202400000001,0.0,0.0,0.00113677978515625
agm005130713,Ti2Fe5B2Mo,-0.4169833,0.0,0.0001,0.00077056884765625
agm005836213,Ti2FeRh9,-0.44121668,0.0,0.0,0.0006866455078125
agm003263113,Ti2GaC,-0.7587859,0.0,0.0,0.0008831024169921875
agm005834548,Ti2GaNi9,-0.43025553,0.0,0.0,0.00093841552734375
agm003022997,Ti2Ge2Mo,-0.55341214,0.0,0.0621,0.004281044006347656
agm005965906,Ti2GeRh5,-0.79970247,0.0,0.0,0.002215862274169922
agm005230309,Ti2In5,-0.1324526,0.0,0.0001,0.0015730857849121094
agm002164934,Ti2InN,-1.1660300000000001,0.0,0.0,0.0009322166442871094
agm002242644,Ti2Mn3Si,-0.4847526,0.0,0.025500000000000002,0.001739501953125
agm001116406,Ti2MnBe,-0.22266144000000002,0.0,0.0,0.0016789436340332031
agm001116712,Ti2MnFe,-0.34129155,0.0,0.0,0.0034923553466796875
agm001115646,Ti2MnNi,-0.37341622,0.0,0.0,0.0015244483947753906
agm005967516,Ti2MnRh5,-0.6068966,0.0,0.0015,0.0032978057861328125
agm002202079,Ti2Mo2C3,-0.5319382,0.0,0.013000000000000001,0.0003299713134765625
agm005957343,Ti2N2F,-2.3057075,0.0,0.0,0.0043354034423828125
agm003393232,Ti2NbMo2,-0.12360344000000001,0.0,0.0001,0.0021085739135742188
agm001619062,Ti2NbSnH,-0.39631015,0.0,0.0,0.0010042190551757812
agm003023402,Ti2Ni2Pd,-0.4931078,0.0,0.0809,0.0008554458618164062
agm003241572,Ti2NiP5,-0.7511416,0.0,0.004,0.0014295578002929688
agm002172549,Ti2O3,-3.3058636,0.0,0.0005,0.002159595489501953
agm002140438,Ti2PC,-0.99623954,0.0,0.0,0.003990650177001953
agm003244122,Ti2S,-1.3107964,0.0,0.0204,0.000614166259765625
agm002202857,Ti2SbC,-0.6894681500000001,0.0,0.0,0.004946231842041016
agm003018960,Ti2Si2Mo,-0.72910565,0.0,0.0,0.021963119506835938
agm005966955,Ti2SiRh5,-0.8843295600000001,0.0,0.0,0.0013070106506347656
agm001115361,Ti2SnMo,-0.32012522,0.0,0.0241,0.003375530242919922
agm005706291,Ti2Tc3Mo,-0.40972584,0.0,0.0,0.0010533332824707031
agm001116342,Ti2TcPd,-0.6054925,0.0,0.0,0.011428356170654297
agm003194727,Ti2Te2P,-0.90933335,0.0,0.0,0.0006551742553710938
agm005872907,Ti2V2Ni,-0.183282,0.0,0.0,0.0022373199462890625
agm005130606,Ti2VB2Ru5,-0.5833146,0.0,0.0,0.0014090538024902344
agm005902447,Ti2VO5,-3.1646194,0.2516,0.2926,0.0001468658447265625
agm003160747,Ti2Zn,-0.15238816,0.0,0.0534,0.0014672279357910156
agm005823689,Ti2ZnGa3,-0.4196879,0.0,0.0,0.0017976760864257812
agm001115827,Ti2ZnTc,-0.40183282000000003,0.0,0.0,0.0016489028930664062
agm003237034,Ti3Al2NiN,-1.0079105,0.0,0.0,0.0006794929504394531
agm002339945,Ti3AlH,-0.40437892000000003,0.0,0.0,0.004303932189941406
agm005870103,Ti3AlPd12,-0.6522492,0.0,0.0,0.0013473033905029297
agm005530946,Ti3As2,-0.9103342999999999,0.0,0.029900000000000003,0.000606536865234375
agm003258537,Ti3B4,-0.9338807,0.0,0.0024000000000000002,0.003945350646972656
agm003584913,Ti3Be8Rh,-0.36316732,0.0,0.0021000000000000003,0.0007162094116210938
agm005530836,Ti3C2,-0.7733597,0.0,0.08420000000000001,0.0010046958923339844
agm003238290,Ti3(Co10B3)2,-0.34000385,0.0,0.0,0.0012731552124023438
agm003226753,Ti3Co5B2,-0.5564878600000001,0.0,0.0,0.004185676574707031
agm003244405,Ti3CrSn2(PO4)6,-2.7909033,0.0269,0.0572,7.033348083496094e-05
agm003237541,Ti3Cu3O,-0.9395613700000001,0.0,0.0,0.000759124755859375
agm005870149,Ti3FePd12,-0.5120388,0.0,0.0,0.0003216266632080078
agm005894105,Ti3Ga2O,-1.3252145,0.0,0.0,0.008130073547363281
agm002224399,Ti3GaN,-1.134792,0.0,0.0055000000000000005,0.0014996528625488281
agm002140629,Ti3GeC,-0.77362645,0.0,0.0011,0.0016641616821289062
agm005641608,Ti3HN2,-1.5034583000000001,0.0,0.0,0.009201526641845703
agm003264142,Ti3In3Rh2,-0.4595488,0.0,0.0,0.0021448135375976562
agm005404235,Ti3InH3,-0.44529402,0.0,0.0,0.0038018226623535156
agm003435757,Ti3Mn2Ag,-0.19663666,0.0,0.0,0.0028028488159179688
agm003435789,Ti3Mn2Ga,-0.36624629999999997,0.0,0.0,0.0026535987854003906
agm003435951,Ti3Mn2Rh,-0.49834249999999997,0.0,0.0021000000000000003,0.0009431838989257812
agm005771482,Ti3MnZn2,-0.24229614,0.0,0.0,0.0012578964233398438
agm003264173,Ti3Nb(AlC)2,-0.6669573999999999,0.0,0.0,0.002308368682861328
agm005677644,Ti3(NbSi2)2,-0.7874196,0.0,0.0471,0.0023374557495117188
agm003219669,Ti3O,-1.5711555,0.0,0.0,0.0010786056518554688
agm005862853,Ti3P2H,-1.0452353,0.0,0.012,0.0003032684326171875
agm003109221,Ti3PdN,-1.1025792,0.0,0.0118,0.000232696533203125
agm003219689,Ti3Rh5,-0.7813897,0.0,0.0,0.0015797615051269531
agm002237634,Ti3RuS6,-1.5942519,0.0,0.0011,0.0007343292236328125
agm002491697,Ti3SbH,-0.48829296,0.0,0.0,0.007196903228759766
agm002262211,Ti3SeCl7,-1.92995,0.6541,0.6541,0.000614166259765625
agm005839766,Ti3SiO,-1.6254256,0.0,0.0188,0.0020918846130371094
agm002494461,Ti3SnH,-0.42609719999999995,0.0,0.0,0.0013957023620605469
agm003435759,Ti3Tc2Ag,-0.3624248,0.0,0.0,0.002033233642578125
agm005771215,Ti3Tc2Sn,-0.46910929999999995,0.0,0.0,0.002529621124267578
agm003435725,Ti3TcRu2,-0.69447494,0.0,0.0,0.00023221969604492188
agm003326658,Ti3V2Ge3,-0.6140376,0.0,0.0,0.0022287368774414062
agm003244451,Ti3VSn2(PO4)6,-2.8126562,0.3199,0.3408,6.198883056640625e-06
agm005894116,Ti3Zn2O,-1.1655426,0.0,0.0,0.004731655120849609
agm005578490,Ti3Zn3Co2,-0.30926868,0.0,0.019100000000000002,0.0035562515258789062
agm005917167,Ti3ZnCo4,-0.38800743,0.0,0.0324,0.005597114562988281
agm002231606,Ti3ZnO,-1.3293906,0.0,0.0167,0.0025959014892578125
agm003220445,Ti4AlN3,-1.6086743000000001,0.0039000000000000003,0.0039000000000000003,0.0011320114135742188
agm005269195,Ti4Co4Ge7,-0.5148264,0.0,0.0,0.0008616447448730469
agm003229909,Ti4CoNi,-0.2939825,0.0,0.0002,0.0010900497436523438
agm003275480,Ti4Fe(PO4)6,-2.9703293,2.3079,2.3247,1.2276525497436523
agm006110730,Ti4InRu5,-0.63568157,0.0,0.0,0.0004558563232421875
agm005980054,Ti4Mn3Ni,-0.3211862,0.0,0.0,0.0005359649658203125
agm006054380,Ti4Ni2C,-0.52113205,0.0,0.0,0.0014147758483886719
agm006054308,Ti4Pd2O,-1.2020781,0.0,0.0001,0.0006880760192871094
agm003245785,Ti4S8Cl6O,-1.8028594,1.6439,1.6439,2.318732500076294
agm005980076,Ti4Tc3Ni,-0.51158816,0.0,0.0,0.0026946067810058594
agm005660426,Ti4V2Ge5,-0.60614395,0.0,0.0035,0.0004696846008300781
agm005905623,Ti4ZnNi,-0.23104823,0.0,0.0,0.0065441131591796875
agm005966179,Ti5AlSn3,-0.40041915,0.0,0.0,0.0012140274047851562
agm003290663,Ti5Co3,-0.31823808000000003,0.0,0.0047,0.0016608238220214844
agm003223247,Ti5CuSn3,-0.35037187000000003,0.0,0.0001,0.0029702186584472656
agm005832681,Ti5GaSb2,-0.54574037,0.0,0.0059,0.002040386199951172
agm003244915,Ti5Ge4,-0.68824375,0.0,0.0173,0.0012359619140625
agm003638438,Ti5Mn4Cu,-0.23131523,0.0,0.0,0.0005741119384765625
agm005245178,Ti5MnSb2,-0.4154909,0.0,0.0149,0.0004367828369140625
agm006067915,Ti5NbTc6,-0.48309073,0.0,0.0,0.002666950225830078
agm005535405,Ti5Ru3,-0.5917209,0.0,0.014700000000000001,0.0024819374084472656
agm003220251,Ti5Si3,-0.7709600999999999,0.0,0.0029000000000000002,0.006935596466064453
agm005563528,Ti5(SiSb)2,-0.67775595,0.0,0.0021000000000000003,0.001506805419921875
agm006067963,Ti5Tc6Mo,-0.46566427,0.0,0.0068000000000000005,0.0014328956604003906
agm006068387,Ti5VTc6,-0.48008224,0.0,0.0,0.002040863037109375
agm005832687,Ti5ZnSb2,-0.43818304,0.0,0.0007,0.006153583526611328
agm005776272,Ti6Al2O,-0.9207839,0.0183,0.1651,0.0015630722045898438
agm003238503,Ti6Be15Cu8,-0.23339953,0.0,0.0199,0.0010342597961425781
agm003500921,Ti6BSb2,-0.5375409,0.0,0.0,0.004883766174316406
agm004595708,Ti6C3N2O,-1.5784975,0.0,0.0217,0.00021839141845703125
agm003248934,Ti6CCl14,-1.994615,0.9661000000000001,0.9661000000000001,0.11275482177734375
agm003238432,Ti6Co16Si7,-0.61793405,0.0,0.0,0.0013718605041503906
agm002321880,Ti6CoSe2,-0.6653289,0.0,0.0,0.002441883087158203
agm006131863,Ti6CrRh5,-0.67656195,0.0,0.0,0.0019273757934570312
agm003487232,Ti6Ga2P,-0.64809257,0.0,0.0,0.00826406478881836
agm003486926,Ti6GeSb2,-0.53788537,0.0,0.0006000000000000001,0.014102458953857422
agm006137031,Ti6HN5,-1.7199749999999998,0.0,0.0307,0.0004038810729980469
agm003492404,Ti6In2O,-0.80948436,0.0,0.0422,0.0008459091186523438
agm006068146,Ti6MnFe5,-0.3977943,0.0,0.0,0.002174854278564453
agm006131493,Ti6MoRu5,-0.6610737999999999,0.0,0.0026000000000000003,0.0005221366882324219
agm002244740,Ti6NiAs2,-0.6775958999999999,0.0,0.0,0.005466461181640625
agm006067546,Ti6PC4,-0.9280113600000001,0.0,0.014100000000000001,0.0010657310485839844
agm003500908,Ti6Si2P,-0.8464081999999999,0.0,0.0,0.0015010833740234375
agm003487117,Ti6SiSn2,-0.47129469999999996,0.0,0.0001,0.0017724037170410156
agm003500919,Ti6Sn2P,-0.6204478999999999,0.0,0.0,0.007871150970458984
agm006131796,Ti6Tc5Pd,-0.5552368999999999,0.0,0.0,0.0014719963073730469
agm006131538,Ti6Tc5Sn,-0.49621525,0.0,0.0,0.0006041526794433594
agm006131667,Ti6ZnTc5,-0.47934163,0.0,0.0,0.0018134117126464844
agm003229151,Ti7P4,-1.1316953,0.0,0.0031000000000000003,2.193450927734375e-05
agm004711987,Ti8C4NO3,-1.7975956,0.0,0.0,0.0021805763244628906
agm006089380,TiAg6F12,-1.9873677,0.0,0.0,0.0008397102355957031
agm003597193,Ti(AgSe)4,-0.41725147,1.0365,1.4222000000000001,1.3818638324737549
agm001196557,TiAl2Cu,-0.3837076,0.0,0.0,0.004321098327636719
agm005979851,TiAl3Ru4,-0.7336926500000001,0.0,0.0,0.009609699249267578
agm002327171,TiAlCoRu,-0.7292128,0.0,0.0,0.0014967918395996094
agm002135629,TiAlFe2,-0.45272985,0.0,0.0,0.003952503204345703
agm005192708,TiAlGaCu,-0.38404793,0.0,0.0,0.0015702247619628906
agm002135641,TiAlPd,-0.6823614,0.0,0.0,0.0008645057678222656
agm002327196,TiAlRu2,-0.7659387999999999,0.0,0.0,0.02274179458618164
agm005192710,TiAlZnGa,-0.3825734,0.0,0.0458,0.0010662078857421875
agm001276757,TiAsH,-0.7344277,0.0,0.0,0.085205078125
agm003263484,TiB,-0.83446914,0.0,0.0219,0.0008969306945800781
