id,Tc_K,dosef,debye_K,lambda,wlog_K,sk_bandgap_eV
agm003185701,0.000000,1.473758,597.956970,0.149652,340.488905,0.001402
agm002176891,2.198000,10.294192,442.958435,0.456889,260.490568,0.001304
agm002201290,0.045000,1.851178,591.128601,0.268500,315.584498,0.000126
agm002184768,0.864000,5.071480,387.843109,0.396937,212.020456,0.004128
agm001217047,1.288000,3.391351,422.919403,0.421942,225.785081,0.002769
agm002153183,0.017000,0.774241,709.432739,0.243645,487.058923,0.013451
agm003269235,0.002000,1.472680,311.820099,0.230167,163.869056,0.052796
agm002292114,0.015000,5.098921,204.957352,0.260768,157.431093,0.013108
agm001827689,10.237000,2.548679,450.459534,0.805323,206.290274,0.001298
agm001135188,0.220000,3.654021,403.247345,0.320512,245.277870,0.001620
agm001212472,0.962000,1.991729,252.148788,0.425310,161.436457,0.007062
agm002494267,0.515000,2.881841,271.172089,0.374578,179.362691,0.005826
agm003184779,4.474000,3.975101,362.223541,0.618281,173.806730,0.002248
agm001258773,0.149000,1.228098,507.496582,0.298950,315.367963,0.017056
agm002232595,0.038000,5.113238,373.631866,0.269984,251.929708,0.000963
agm003182150,0.000000,0.946812,368.899689,0.171903,223.479817,0.009312
agm001228308,0.648000,4.309712,334.006470,0.372464,234.917904,0.001200
agm003187098,0.000000,1.759267,301.813019,0.150847,166.774015,0.002994
agm003166184,4.400000,3.911348,337.633057,0.653526,145.501587,0.001047
agm000999997,0.590000,1.584111,1160.140381,0.302783,1103.500564,0.017505
agm001134933,1.763000,3.338184,440.101929,0.453224,217.083902,0.006280
agm002164859,0.000000,0.001065,794.358459,0.170628,431.752945,1.895683
agm002201374,3.421000,3.229910,481.379578,0.522021,233.028671,0.002532
agm002138793,0.037000,2.770011,537.953491,0.262509,348.157755,0.002886
agm001223104,0.007000,1.939462,331.545319,0.246808,159.361498,0.001142
agm003186895,2.380000,2.057042,857.090820,0.406991,506.062078,0.001243
agm002668839,0.000000,1.869979,332.883881,0.115440,166.981178,0.002071
agm001115727,0.002000,2.541542,368.179352,0.223970,248.148814,0.004819
agm001294295,0.000000,0.718544,402.637177,0.102991,279.828723,0.002048
agm001620490,0.011000,2.472893,435.841095,0.244918,286.603908,0.013721
agm002494755,2.198000,0.588509,556.206299,0.376101,747.185246,0.070660
agm003191627,0.083000,1.588501,551.370483,0.282281,320.794992,0.009006
agm001312428,0.000000,1.543044,316.492279,0.126781,205.199590,0.031168
agm003204349,0.007000,4.131542,532.070190,0.239278,266.251768,0.020455
agm001228275,1.450000,3.182202,407.217224,0.432449,223.936253,0.002417
agm002178880,3.969000,3.024352,266.517181,0.567849,200.677871,0.027224
agm002394569,0.031000,2.556638,359.706512,0.266272,245.366421,0.004282
agm001198636,0.000000,1.039446,558.257446,0.192150,362.205805,0.003391
agm002199791,0.858000,3.465555,691.459717,0.353475,443.765730,0.012745
agm002936535,2.727000,3.551920,250.209167,0.557026,147.077316,0.001246
agm001171344,0.888000,3.961211,763.740723,0.359460,408.025096,0.001816
agm002367070,0.140000,2.149378,368.417694,0.307265,227.670922,0.006115
agm001148065,0.218000,1.100262,341.757324,0.327699,201.569832,0.000326
agm001389740,0.778000,2.269853,340.408600,0.396773,191.139450,0.015449
agm001611018,0.001000,1.450630,419.374237,0.215409,194.904583,0.001098
agm002655952,0.009000,6.946560,148.599655,0.265797,73.174643,0.012373
agm002285915,0.769000,1.439012,466.352570,0.387429,217.539678,0.009654
agm002677809,0.369000,1.658203,380.944122,0.360578,166.086028,0.017965
agm003439644,0.425000,2.369656,494.502106,0.336385,319.007341,0.002162
agm002177032,1.379000,0.914688,495.294525,0.412709,271.520234,0.000097
agm003157177,0.564000,1.474865,476.505768,0.358412,264.828183,0.003236
agm003202138,0.097000,1.423584,744.688232,0.282968,368.162864,0.007559
agm002339945,2.748000,3.151413,422.501862,0.471364,282.858620,0.004304
agm003203527,2.594000,3.090001,638.574219,0.448903,333.178446,0.016706
agm002137577,2.822000,4.367488,622.320129,0.441116,394.228685,0.002931
agm002694986,0.004000,4.783026,148.429901,0.238720,166.362809,0.012980
agm002177813,0.002000,1.954948,377.640656,0.220792,264.661965,0.006461
agm002691981,0.087000,2.719056,355.459991,0.296801,199.351039,0.003694
agm003439311,0.030000,3.581856,454.604370,0.267280,222.639775,0.001195
agm003416160,1.559000,3.987277,428.757538,0.422635,270.824292,0.005106
agm003436293,1.484000,3.060415,465.200043,0.418423,271.728799,0.000406
agm003439304,0.173000,4.012590,391.939270,0.310547,255.876912,0.005549
agm002487168,0.133000,2.030635,314.588409,0.312268,185.667194,0.001420
agm002134137,1.630000,1.627156,483.246124,0.437395,237.517285,0.001627
agm002168887,0.276000,6.976187,348.105438,0.336813,204.929164,0.007549
agm002184944,0.075000,3.504839,336.749298,0.297220,169.187469,0.003432
agm002737033,1.247000,2.202552,483.928436,0.404747,273.756509,0.002440
agm002367811,0.002000,4.501441,523.425659,0.222062,233.576805,0.001328
agm002183904,0.000000,3.820479,350.959503,0.187459,173.253926,0.003212
agm003185361,2.384000,0.521043,542.234741,0.460205,273.322435,0.009662
agm003614521,0.107000,1.701128,612.512695,0.287212,344.647108,0.001285
agm001115620,0.064000,2.244510,364.558838,0.286359,212.309448,0.001727
agm001620480,0.000000,1.886375,525.438599,0.189529,253.055316,0.013639
agm003184457,0.097000,1.252232,309.903534,0.312508,135.412012,0.017324
agm001613630,0.045000,1.390961,400.975433,0.290932,126.913427,0.001009
agm003157705,0.025000,0.823986,335.676971,0.269390,165.989480,0.000472
agm002137562,7.311000,3.119637,477.779175,0.549498,413.084491,0.002027
agm001835752,0.426000,1.822515,429.412598,0.348416,244.466616,0.003997
agm002694768,0.010000,0.980752,427.899719,0.243300,280.671705,0.000004
agm002137199,2.130000,3.125932,757.704285,0.426907,350.417586,0.009227
agm002192453,0.002000,4.357070,228.481033,0.234351,127.041598,0.004405
agm003160621,5.809000,1.397957,392.411774,0.753157,134.595039,0.054110
agm002367410,0.020000,2.927978,471.722137,0.258076,236.059904,0.001150
agm003184824,0.090000,2.235339,308.196991,0.302667,169.206254,0.012588
agm001186139,9.102000,5.151424,481.686859,0.682721,269.337388,0.003622
agm003719845,2.237000,2.008029,282.161224,0.581756,104.218434,0.000319
agm003202028,17.658000,3.618756,591.313599,1.202828,177.487995,0.010760
agm001259593,2.594000,2.203142,324.129883,0.511228,191.302063,0.007629
agm003435919,4.434000,5.687327,379.702911,0.588704,199.844299,0.001862
agm002910849,0.002000,1.015807,631.000610,0.218238,389.588790,0.000000
agm001231809,0.000000,0.964801,396.269775,0.141962,238.727866,0.001062
agm002491697,6.833000,6.336847,370.000183,0.721535,174.950755,0.007197
agm002158105,0.314000,1.308884,398.480255,0.339916,216.924565,0.000611
agm003437123,0.000000,3.278133,456.178864,0.190649,220.727836,0.000666
agm003280996,0.027000,1.141550,267.599548,0.268294,190.146780,0.014668
agm001258236,5.849000,1.436633,398.049042,0.663754,186.234361,0.003650
agm003184578,1.210000,3.880347,303.241547,0.456289,144.148852,0.000771
agm002923850,0.043000,1.474902,424.584198,0.283277,158.959641,0.004764
agm001310506,0.000000,1.670361,460.852448,0.130297,247.623370,0.002322
agm001116596,0.000000,2.639284,450.909210,0.108303,280.471687,0.004642
agm002925293,0.027000,1.598272,403.452972,0.270114,176.119040,0.004486
agm003278482,1.315000,6.815851,453.888000,0.440959,184.272285,0.003975
agm001294503,0.000000,-0.224634,363.249664,0.095398,312.681044,0.009266
agm001851557,0.010000,1.181048,400.796783,0.243222,293.573692,0.004946
agm005113338,1.838000,1.395714,381.845184,0.443858,248.939091,0.003021
agm001829287,1.185000,1.953485,455.287872,0.392072,312.470838,0.002010
agm001115171,0.131000,2.908990,471.575287,0.299959,269.487432,0.013319
agm002294880,0.142000,8.666105,382.599396,0.310248,211.297860,0.004066
agm002135615,2.722000,5.363711,500.695740,0.479920,259.766352,0.000993
agm002342496,0.254000,0.674783,321.249786,0.343879,160.366111,0.000001
agm002224121,3.430000,3.463260,277.039429,0.681681,101.051868,0.014407
agm003191159,0.050000,1.793138,560.817383,0.275176,259.947165,0.009816
agm003436028,0.034000,3.193492,505.025360,0.265052,283.478288,0.005216
agm002326361,0.546000,7.353509,432.825409,0.362200,238.361513,0.011519
agm002698393,2.499000,4.098523,365.892975,0.537857,152.489534,0.003051
agm001620162,0.065000,2.951262,418.900482,0.286945,209.648605,0.001186
agm003437236,0.029000,1.716338,502.719727,0.260875,297.504615,0.003821
agm002323077,3.281000,4.363106,473.624359,0.507136,250.000473,0.004619
agm001612144,0.460000,3.410229,163.965469,0.426499,75.987017,0.008045
agm001335597,0.475000,0.773623,313.095428,0.386792,135.737745,0.003736
agm001223045,0.000000,1.392323,392.753754,0.141498,233.388975,0.001839
agm002145207,12.705000,11.169023,569.919189,0.754734,295.709401,0.004227
agm002634495,0.000000,0.852405,524.347290,0.183348,287.505410,0.003605
agm002496499,2.147000,4.118022,422.668610,0.477971,207.534738,0.018450
agm003187696,0.000000,2.217552,401.965881,0.190406,211.723241,0.004906
agm003264937,0.244000,2.746360,535.567627,0.322415,258.562723,0.001466
agm003624511,0.000000,0.780791,302.724426,0.138077,208.189579,0.013694
agm001212004,0.626000,0.918363,331.832306,0.392391,163.895285,0.014200
agm001618384,0.014000,3.734355,483.752106,0.247557,307.914068,0.000943
agm003198164,0.186000,3.631464,632.315918,0.301213,366.049779,0.003769
agm002194157,15.347000,6.796526,250.554886,1.944101,90.225109,0.003825
agm003186639,0.122000,0.725106,410.463348,0.300666,243.709510,0.018344
agm003190809,0.040000,6.619956,412.065521,0.270523,258.848157,0.002266
agm002121713,0.000000,3.331622,468.583313,0.160929,301.353266,0.006475
agm001214367,0.043000,1.884668,350.663971,0.283544,157.339048,0.032899
agm001614391,0.156000,4.401681,505.342987,0.310145,233.105583,0.002167
agm001618513,3.714000,3.445052,506.365631,0.522621,251.294259,0.001203
agm003297369,11.586000,6.674988,425.000610,0.937696,172.898530,0.001625
agm003159946,0.007000,1.222185,307.533478,0.244540,172.140504,0.002632
agm002196556,0.042000,3.511703,366.186218,0.277140,199.763904,0.001556
agm001136880,0.587000,1.523475,384.894257,0.380883,184.427613,0.005864
agm001115791,2.214000,3.071270,296.317780,0.487104,198.062082,0.003437
agm001197807,1.884000,3.769204,429.008392,0.447561,245.911495,0.004855
agm001809584,0.350000,3.187316,358.998718,0.351683,187.609364,0.006696
agm003765893,0.004000,6.706074,328.743866,0.236995,196.152919,0.001115
agm003203604,1.920000,9.483583,295.739105,0.479069,184.493081,0.001050
agm001229302,0.000000,0.888084,356.763184,0.206443,220.192511,0.002376
agm003204348,0.720000,4.697618,384.138763,0.388973,199.000546,0.040527
agm001362329,0.000000,0.977105,418.780243,0.093179,249.126370,0.003906
agm001341699,0.001000,1.496322,301.726868,0.215360,165.593783,0.002879
agm001229247,0.187000,2.316156,459.505371,0.314680,244.740648,0.002770
agm003636381,0.025000,0.772927,746.121460,0.252303,410.443333,0.005702
agm001614541,2.945000,3.586101,403.645569,0.515615,209.762955,0.002364
agm003597901,0.071000,3.830842,451.524200,0.274242,384.742704,0.024439
agm003163614,0.804000,3.102479,335.470123,0.449147,102.878687,0.013514
agm003196309,4.312000,2.532403,561.357666,0.549637,243.750969,0.001308
agm003765432,7.861000,9.530572,285.814362,0.815963,154.222482,0.000917
agm002350197,0.322000,4.348257,437.764191,0.336006,243.373704,0.003298
agm003192101,0.956000,3.445061,318.690033,0.485654,86.372578,0.001746
agm003264881,3.188000,6.666110,327.864929,0.614849,125.472318,0.008764
agm002322068,13.346000,6.404703,325.177887,0.974611,188.005826,0.001765
agm001280839,0.000000,2.468669,380.402557,0.206342,204.001156,0.008222
agm003203394,2.356000,1.883590,568.319458,0.456358,280.738492,0.002043
agm002329048,0.015000,4.568074,596.258911,0.248480,303.458627,0.005476
agm001344393,0.000000,0.806653,363.994843,0.110800,211.094213,0.001097
agm001615564,4.220000,1.667607,336.989838,0.506919,320.579968,0.021940
agm001136489,0.038000,1.881947,395.608185,0.277112,183.899866,0.002624
agm003771885,0.000000,9.335547,432.593597,0.176518,241.142407,0.004027
agm003197109,21.192000,8.458911,450.218018,1.141533,234.523210,0.007214
agm002136755,0.002000,1.224194,544.797852,0.217448,381.384138,0.034595
agm001615752,0.383000,4.466901,463.289825,0.352924,200.181545,0.000372
agm001647202,0.000000,0.947415,434.725800,0.158132,330.912204,0.003657
agm001214613,0.004000,4.480546,310.093109,0.235893,178.656390,0.000853
agm003188141,11.197000,3.976988,495.969055,0.870391,192.855879,0.007490
agm002138817,3.119000,2.670365,595.249634,0.490123,272.010440,0.001891
agm003201992,0.106000,3.833427,488.794189,0.289243,316.564282,0.002239
agm003198220,0.977000,5.423355,442.173431,0.394460,248.712537,0.008680
agm001191800,1.908000,1.867895,530.300293,0.433904,289.523427,0.002124
agm001282964,0.003000,1.793390,369.604828,0.229977,212.401400,0.005160
agm003626722,0.000000,1.840377,314.224274,0.194085,180.677099,0.001918
agm003161467,5.663000,2.080837,359.027191,0.949854,82.232604,0.010128
agm005106711,2.711000,3.205462,645.302795,0.454221,329.738326,0.001100
agm002200841,0.238000,1.382751,634.387207,0.301927,456.843467,0.003591
agm003762628,0.854000,6.390641,384.554108,0.390771,229.290977,0.001370
agm001121066,0.889000,3.474804,433.090942,0.397111,217.475653,0.000104
agm001136832,0.324000,3.154621,401.129333,0.338122,233.580188,0.002521
agm001305331,0.497000,2.104133,368.357635,0.368582,192.636111,0.022500
agm003186746,0.027000,1.487997,297.416321,0.269263,186.791092,0.016911
agm003298120,0.126000,2.639062,446.041046,0.299382,264.480226,0.000391
agm002075375,0.000000,1.944923,407.080658,0.184218,322.853852,0.000002
agm002492832,0.111000,4.169876,395.718781,0.310243,165.300807,0.030206
agm002161446,0.072000,2.460599,380.545532,0.296257,166.685448,0.002543
agm002190611,0.000000,1.411453,400.118500,0.195891,265.672495,0.001368
agm003270975,3.835000,5.046868,336.234711,0.625879,143.317824,0.008567
agm003188576,0.000000,0.947888,286.488159,0.166318,212.094497,0.055100
agm001851372,0.159000,1.475851,410.769257,0.306472,266.034582,0.012696
agm003192850,0.486000,2.475706,381.565094,0.364352,203.404027,0.018044
agm003198347,6.880000,6.921338,512.289551,0.645799,236.396079,0.000890
agm002377240,0.009000,3.516393,419.146667,0.245178,221.215091,0.012837
agm003201334,0.002000,10.374399,284.102356,0.229873,177.058397,0.000728
agm001121192,0.078000,1.003344,371.952423,0.292967,203.156590,0.002911
agm001134857,1.561000,2.188976,313.759857,0.489281,137.090842,0.001338
agm002325337,0.026000,1.745947,322.655731,0.267127,192.877396,0.012148
agm003559561,2.461000,2.067710,394.828705,0.457840,288.845942,0.002973
agm002285266,0.037000,2.565084,382.070374,0.274794,194.201057,0.021632
agm005115284,1.230000,1.987329,362.085571,0.423704,210.615920,0.001299
agm001292485,0.000000,-0.087637,477.237152,0.039029,328.193330,0.229534
agm002192139,0.036000,0.729486,595.261047,0.262055,351.515963,0.004397
agm002342859,1.845000,1.954356,314.298981,0.496515,152.325041,0.003058
agm003439327,5.798000,4.923437,403.868713,0.630809,212.262042,0.006211
agm002138858,7.109000,5.155278,418.307800,0.730545,176.855477,0.000231
agm003191976,0.720000,2.192212,292.823303,0.404066,159.317022,0.013124
agm003407418,0.581000,3.520154,556.929077,0.338628,413.186408,0.000632
agm001053505,0.463000,3.668209,544.393677,0.342174,303.979957,0.000992
agm003160979,0.433000,1.889758,596.791443,0.333729,345.253772,0.002151
agm002925109,0.247000,3.734421,571.519043,0.316001,311.497988,0.000466
agm002194257,3.203000,9.482458,296.795624,0.563627,166.483244,0.000724
agm003263415,6.083000,6.158924,400.731750,0.641716,212.688242,0.006937
agm001367113,0.000000,1.654830,381.708771,0.194743,240.077568,0.003922
agm002925724,3.790000,1.858204,615.778931,0.511644,277.688447,0.003020
agm001214523,0.000000,1.710999,349.860443,0.098309,187.069024,0.004956
agm002219290,0.073000,2.926709,330.854279,0.290583,206.912947,0.006991
agm002693682,0.045000,1.434228,188.540817,0.292716,117.805347,0.018493
agm002326357,0.542000,0.816731,339.948425,0.381100,169.928446,0.000429
agm002161125,1.146000,1.928772,266.003082,0.450864,144.368055,0.008624
agm002167486,1.157000,5.966551,358.794647,0.434985,173.326623,0.001523
agm001149749,0.776000,2.591554,392.556976,0.378067,255.596998,0.001574
agm001232472,1.528000,1.955071,320.473541,0.516813,107.907838,0.005259
agm001149804,1.714000,4.070548,322.524200,0.485676,155.433555,0.000080
agm002192081,0.833000,4.395571,430.799652,0.389374,228.604558,0.000213
agm001280572,1.620000,5.424777,464.527802,0.428500,262.412356,0.005728
agm003192949,2.910000,2.888508,330.546539,0.548134,166.261486,0.002762
agm003264161,2.147000,3.550172,457.862549,0.428880,345.045334,0.015378
agm001192615,16.733000,9.679519,329.156586,1.198576,172.455315,0.000773
agm003186640,0.924000,3.294092,338.621582,0.415116,176.465979,0.012949
agm002359845,0.077000,4.181579,306.504669,0.299496,161.165137,0.001577
agm001196601,0.000000,1.522783,511.013916,0.165379,301.185790,0.001646
agm003762352,5.037000,13.277954,371.754181,0.589813,225.890760,0.000241
agm001213573,0.010000,2.187314,325.750763,0.249173,188.684869,0.024151
agm002925733,2.739000,2.483920,694.926392,0.469948,285.099633,0.002245
agm002925865,1.646000,2.271071,438.067169,0.418228,301.225181,0.001198
agm003191646,0.000000,1.196279,446.917694,0.154014,277.597824,0.018136
agm003190310,0.702000,1.424616,389.488983,0.374746,244.356193,0.003687
agm003176363,0.898000,4.674372,480.371887,0.385700,261.383755,0.008874
agm002279336,14.532000,0.917743,367.712189,0.851116,258.841888,0.006521
agm003287294,3.975000,2.741511,584.849670,0.502599,312.815377,0.003958
agm003199688,2.155000,5.589957,385.898499,0.463830,238.408097,0.007423
agm003161307,1.910000,1.314799,522.374207,0.431432,298.639205,0.006155
agm001214324,0.051000,2.533985,397.358124,0.280354,214.537167,0.001704
agm002491070,0.177000,2.419859,290.734894,0.344803,109.619531,0.022912
agm003202773,12.315000,2.678729,620.924194,0.694424,347.701345,0.000568
agm001615754,0.092000,2.975742,385.854584,0.296385,213.118907,0.004220
agm001316704,0.000000,0.557014,314.700165,0.142483,238.780488,0.000988
agm001620222,0.652000,2.685029,379.498016,0.393568,167.563686,0.009987
agm003186172,0.008000,1.942075,332.841461,0.248104,166.997402,0.004057
agm001211419,0.000000,0.734722,393.272186,0.168550,273.645250,0.001267
agm003435705,0.001000,3.999017,451.217834,0.210811,262.513064,0.000385
agm001125180,0.419000,5.333710,301.428497,0.369961,158.684113,0.006628
agm003160824,0.834000,2.051267,306.642792,0.430262,131.975678,0.007091
agm003165681,1.476000,5.515904,494.906036,0.420684,262.943805,0.003243
agm001340853,0.070000,1.911697,317.410034,0.299616,145.839448,0.002805
agm002219359,2.491000,1.215642,331.439606,0.572262,122.404223,0.007117
agm003290414,1.469000,8.712049,315.154327,0.432076,227.825373,0.002819
agm002184266,0.000000,0.665380,401.619843,0.112514,243.532799,0.041631
agm002340298,11.198000,3.129506,657.320190,0.739178,270.497516,0.002132
agm001196460,2.283000,1.763354,526.671875,0.485331,207.386570,0.002843
agm001224847,0.000000,0.611093,461.890961,0.171314,223.188974,0.008877
agm003190916,0.102000,2.838331,344.894196,0.299783,211.015826,0.005357
agm001612095,1.336000,6.013253,419.529724,0.494263,112.237521,0.002640
agm003191030,0.004000,2.372247,343.566254,0.236862,191.594935,0.001662
agm001284804,0.000000,1.779171,415.787811,0.143203,225.931424,0.016631
agm003638142,2.226000,5.461255,605.375793,0.446590,293.082376,0.001042
agm001198880,0.483000,1.255345,456.963593,0.370058,182.453248,0.007610
agm003261839,1.018000,7.825274,478.366699,0.395316,255.852919,0.005832
agm002158218,5.302000,3.904066,367.989471,0.653170,176.023886,0.001049
agm001285953,1.229000,2.633479,289.676605,0.460856,139.741130,0.012298
agm002221461,0.160000,2.594397,350.648529,0.330039,139.402944,0.003437
agm003187911,0.000000,3.492638,300.310852,0.197596,184.606793,0.004997
agm001311611,1.278000,4.731109,443.752289,0.414983,244.379953,0.015483
agm002946456,0.141000,4.035026,479.743561,0.305357,242.941252,0.000337
agm002225780,0.000000,0.107404,401.545685,0.095148,236.343682,0.002430
agm001115835,0.029000,0.772024,356.837433,0.274679,155.295597,0.002113
agm002153066,0.289000,1.696948,460.529022,0.340195,198.097225,0.030623
agm001228360,1.697000,4.573701,342.232422,0.466389,183.111838,0.000958
agm002159783,0.000000,0.887064,304.337250,0.177957,224.071173,0.013122
agm001637193,0.000000,1.471401,529.886292,0.134913,364.832704,0.005499
agm001416938,0.056000,4.586969,382.409760,0.280758,230.864744,0.001345
agm003258699,0.413000,3.782693,561.123474,0.335840,313.637270,0.000612
agm002254727,0.116000,2.022630,1099.588989,0.273978,637.980154,0.008778
agm001284783,0.000000,1.583184,461.551910,0.180138,257.818721,0.063958
agm001121213,0.374000,2.927336,385.246552,0.359989,170.135672,0.001635
agm003172827,0.515000,3.056342,456.398773,0.357687,244.975767,0.003134
agm002184889,0.256000,4.573892,417.915070,0.326319,245.352695,0.004287
agm001261293,4.764000,0.866116,395.612152,0.667188,148.703063,0.012851
agm003264107,0.600000,3.896510,430.274872,0.360647,269.628872,0.003730
agm001210972,3.524000,1.629631,322.316681,0.607190,143.888726,0.016984
agm001100406,0.046000,3.187144,382.679718,0.273347,262.747612,0.000580
agm003269512,0.000000,1.105695,401.669830,0.130520,207.024284,0.000631
agm005108858,1.498000,2.890522,283.218964,0.460279,171.132203,0.003453
agm002144406,0.076000,1.332565,345.214081,0.294905,185.306107,0.021949
agm003158773,5.150000,1.006138,381.574005,0.707843,138.160689,0.002705
agm003157867,1.021000,1.143733,601.947021,0.388400,284.680735,0.001143
agm002218475,1.447000,1.503446,388.503510,0.432235,223.443815,0.011810
agm003173246,0.000000,1.502381,302.047241,0.195797,188.016737,0.005503
agm003194972,0.049000,2.163362,641.095825,0.267153,369.993106,0.001215
agm002218478,2.196000,1.674688,463.323395,0.479984,208.680074,0.038844
agm001954201,0.180000,3.056039,557.217651,0.304184,322.077333,0.000571
agm002184681,0.357000,3.861629,365.871124,0.350899,194.860471,0.017423
agm002321992,0.987000,3.664405,406.623871,0.399206,234.310063,0.000960
agm001308896,0.000000,0.796899,386.793304,0.063767,243.021825,0.009288
agm002190999,0.650000,6.880496,356.884064,0.392615,169.773694,0.005897
agm003186244,0.032000,1.682554,388.825714,0.269436,216.517588,0.000322
agm003263783,0.390000,4.406616,481.292053,0.339360,273.123498,0.000058
agm001332481,0.000000,0.976321,331.421417,0.156241,164.109929,0.000141
agm001116890,0.294000,3.247868,427.681183,0.324766,292.703107,0.001635
agm005103985,0.248000,3.210789,500.825226,0.313532,335.336595,0.006763
agm003598451,2.591000,2.304384,675.394287,0.428233,419.239143,0.000993
agm002099562,0.016000,1.089090,422.208466,0.253506,251.714490,0.006929
agm001615762,0.825000,2.819326,381.869110,0.422353,143.369011,0.004838
agm002187915,0.015000,1.716787,543.507568,0.246599,341.363536,0.003902
agm002284033,0.686000,1.206687,283.758942,0.406140,147.277651,0.002836
agm002177764,0.044000,2.482178,579.093994,0.271326,275.155245,0.001710
agm001148228,0.194000,1.586225,442.031708,0.327793,178.479905,0.001043
agm002245850,0.982000,7.416803,387.553986,0.404866,215.346569,0.002273
agm002494198,0.444000,3.339553,348.796356,0.362455,192.490496,0.002823
agm003185978,2.836000,4.742938,535.615234,0.475664,281.533226,0.003470
agm001662985,10.193000,2.252865,531.906006,0.721252,260.749979,0.003270
agm002157884,0.274000,2.710316,287.045624,0.346127,165.128251,0.003982
agm001217030,0.002000,1.311198,385.145599,0.226963,212.580779,0.000834
agm001113319,3.828000,3.549547,415.927338,0.531454,244.254062,0.004363
agm001121875,0.908000,2.275424,480.455292,0.376084,309.294022,0.001098
agm002166238,7.452000,2.104214,373.498383,0.880433,124.654995,0.009557
agm003263110,0.000000,1.650435,750.238281,0.162033,458.708933,0.000717
agm001310276,0.000000,1.560345,372.536316,0.109303,196.297399,0.040516
agm002647168,1.006000,1.708726,479.469513,0.396080,249.410157,0.011168
agm002925336,0.701000,1.407558,534.561218,0.393939,179.108193,0.127214
agm003168461,0.963000,2.588020,319.671661,0.449611,122.744370,0.025141
agm002558744,1.401000,4.273225,295.435944,0.474563,139.985416,0.001991
agm001265006,0.000000,0.690305,439.779633,0.180667,404.515071,0.001276
agm002323613,0.000000,0.745167,293.788788,0.132169,171.569962,0.000728
agm001100350,0.027000,1.574484,506.895721,0.258545,311.562087,0.002133
agm001319230,0.049000,4.281347,407.142883,0.279309,216.331403,0.002663
agm001191742,0.000000,0.836087,498.289001,0.118261,287.170229,0.007707
agm002836515,0.289000,2.403478,546.339783,0.323965,293.175194,0.000561
agm003191212,0.121000,2.823888,466.934662,0.300145,247.782071,0.002901
agm003161369,0.000000,0.947701,330.518311,0.178321,205.716894,0.008946
agm001341263,0.000000,0.538095,337.726166,0.100119,190.972013,0.002745
agm002861776,26.439000,4.154993,371.894379,1.238672,256.258770,0.000204
agm001115716,6.438000,5.325438,417.007263,0.674661,196.034374,0.006968
agm002202539,0.127000,6.642487,497.282166,0.299934,260.876932,0.002858
agm002698969,1.840000,1.431056,238.432602,0.565178,94.396670,0.005583
agm003177973,0.000000,4.473916,373.205811,0.121596,210.107875,0.003465
agm003413955,4.082000,7.522528,391.063538,0.554113,224.662628,0.002857
agm001631144,0.507000,5.464437,915.257690,0.330631,435.698845,0.001610
agm001630899,0.023000,2.726976,423.955292,0.262000,223.780860,0.039258
agm001615521,0.000000,3.216129,415.908020,0.206802,239.601009,0.006532
agm002695798,0.218000,1.010520,278.980133,0.349579,122.215565,0.000000
agm001202879,0.466000,2.511886,378.119873,0.349923,259.350218,0.001187
agm003203196,2.680000,3.547463,747.155945,0.463219,297.921011,0.003457
agm003626439,0.000000,1.566280,338.205353,0.171911,164.122633,0.002994
agm001309934,0.000000,1.566659,373.718292,0.135741,214.137797,0.003576
agm003158098,0.000000,1.624306,382.806183,0.120367,235.780322,0.005556
agm001213674,0.026000,3.449750,339.741913,0.268485,184.654524,0.000453
agm001318407,0.530000,1.795258,314.788605,0.390513,142.751186,0.003795
agm001229994,0.085000,3.517022,563.945129,0.285774,289.957288,0.004813
agm002694982,0.007000,1.741038,344.447449,0.244010,191.459197,0.041993
agm001850592,4.175000,1.007202,417.472809,0.587698,188.726221,0.000504
agm001228279,1.299000,2.108201,434.520447,0.412221,257.763953,0.001466
agm003435980,1.990000,4.232732,489.148773,0.447588,259.719465,0.002992
agm002345089,0.343000,1.965021,396.751007,0.337282,251.879796,0.001718
agm002859914,18.565000,5.036950,437.850739,0.900131,297.480814,0.002818
agm002196425,0.000000,2.656765,519.753235,0.205842,307.688150,0.014747
agm002252028,0.000000,5.044918,626.550293,0.153144,336.179774,0.000315
agm001115134,0.001000,2.683551,454.337830,0.214944,261.520305,0.003161
agm002938813,0.000000,1.986609,535.419800,0.200872,321.297894,0.006670
agm003169277,3.487000,3.046116,350.908051,0.568890,175.453114,0.005332
agm003309202,0.200000,2.677775,412.666901,0.322750,210.217451,0.000452
agm002355439,0.017000,2.893209,494.926636,0.253372,257.299751,0.008299
agm001630063,2.633000,3.079525,472.292816,0.478856,252.850138,0.002401
agm003204378,0.388000,1.402628,915.642395,0.323737,396.886703,0.002654
agm003434572,0.000000,2.700305,328.828857,0.182149,185.300038,0.014884
agm002110467,0.279000,-0.043516,354.881989,0.341428,186.023496,0.000170
agm002196070,0.002000,1.270871,307.063141,0.224504,193.895676,0.017900
agm001619016,0.027000,4.031009,326.274139,0.268074,192.331494,0.000926
agm002190575,0.246000,2.707924,352.800110,0.325452,240.750742,0.002472
agm002140693,0.936000,4.201888,399.216461,0.429528,149.150333,0.001696
agm001613587,4.231000,3.246281,414.808197,0.565905,216.110636,0.002249
