id,Tc_K,dosef,debye_K,lambda,wlog_K,sk_bandgap_eV
agm001319345,0.038000,2.253860,414.015778,0.274106,210.134309,0.001338
agm001268109,3.289000,1.966912,327.867889,0.606216,135.110003,0.005321
agm001357682,0.000000,2.521406,368.728027,0.158390,233.729967,0.006745
agm003438200,1.525000,5.893085,316.461945,0.476293,150.023462,0.001579
agm003157748,0.040000,0.759582,577.050659,0.265182,334.190740,0.008159
agm001307404,0.000000,3.136030,676.984985,0.167374,362.426929,0.001381
agm003185970,0.024000,1.793669,276.379211,0.270065,159.522856,0.012989
agm002356074,0.574000,0.950202,434.003815,0.398250,137.778154,0.004281
agm003186230,0.003000,3.227732,402.120911,0.232807,201.148725,0.001204
agm002167689,0.000000,2.371609,388.005737,0.171312,200.977341,0.002361
agm003264227,0.262000,3.111511,468.883575,0.327623,242.324447,0.011605
agm003439303,7.262000,3.382189,422.235352,0.676225,220.547225,0.001677
agm003161286,1.326000,1.594982,442.149689,0.510056,98.551694,0.022825
agm002055786,2.911000,5.789669,451.711792,0.525741,193.088145,0.003218
agm002158965,0.000000,1.628467,383.490936,0.206614,181.644853,0.009998
agm001304755,0.000000,2.198971,500.053955,0.165133,278.791780,0.001828
agm002218347,0.042000,1.347588,294.185333,0.276952,201.959972,0.008040
agm003393592,24.177000,1.551905,345.896545,3.476196,78.859220,0.001243
agm002133341,0.000000,1.578396,529.924133,0.104946,279.428482,0.034072
agm001333753,0.459000,3.154638,319.263245,0.398776,109.402973,0.013794
agm003172802,6.955000,2.084307,485.747711,0.766396,155.170484,0.005193
agm001121569,3.224000,2.994940,448.839874,0.523578,217.122327,0.004730
agm005113915,1.209000,2.150183,330.013397,0.499213,97.555343,0.001900
agm003186635,0.000000,1.206109,353.636353,0.092430,179.762910,0.000140
agm002392522,0.000000,1.356842,405.442352,0.179376,253.257704,0.004096
agm003161723,6.451000,1.864239,533.910034,0.607438,262.944889,0.007613
agm001115725,0.166000,1.267848,434.397675,0.308680,259.760195,0.003748
agm002327035,0.132000,7.405623,445.300629,0.305419,226.926706,0.003266
agm001144284,0.000000,0.996455,325.456268,0.147937,190.304324,0.007088
agm002193780,0.002000,3.139668,310.025726,0.226724,149.236548,0.000979
agm003186137,0.211000,1.668420,315.405853,0.318506,247.916015,0.000384
agm003203150,13.083000,9.335047,466.276581,0.818205,255.397770,0.007027
agm005117890,1.814000,2.699990,566.742920,0.435256,270.536694,0.005837
agm001228179,0.035000,1.208817,370.826050,0.267105,261.874364,0.007764
agm002924457,1.048000,1.884156,398.614960,0.390553,282.151512,0.063284
agm003192816,6.034000,4.525659,305.809631,0.712863,159.878746,0.001782
agm001291060,0.214000,2.108114,480.443939,0.314732,279.932338,0.003696
agm002558810,0.000000,0.024192,217.002975,0.104780,122.425913,0.724729
agm002038921,0.485000,1.599374,618.632690,0.334109,383.775092,0.007118
agm003437120,0.000000,2.612928,500.911713,0.134514,308.094492,0.004552
agm001214884,0.013000,1.814949,378.666168,0.258205,157.733005,0.001421
agm002020742,7.952000,5.827885,367.711487,0.907693,125.686625,0.008418
agm002153106,2.688000,0.941089,518.779602,0.484952,244.394966,0.000215
agm001304792,0.000000,2.133774,435.697113,0.146490,282.814887,0.004744
agm005102911,0.656000,2.439110,576.272949,0.352779,343.658099,0.000619
agm003435814,1.703000,5.448627,391.575745,0.441652,236.880691,0.000995
agm002166209,0.504000,4.266909,295.754333,0.360786,225.843572,0.007661
agm003434273,0.011000,4.136640,405.862213,0.255552,153.994529,0.008494
agm001612418,0.178000,2.555985,361.022736,0.322369,189.031769,0.016802
agm002146754,0.079000,6.203961,381.261993,0.288847,239.262343,0.000858
agm002925016,0.000000,1.219321,441.501587,0.190669,327.579858,0.011511
agm002139882,0.002000,4.717418,395.299774,0.227979,205.487028,0.002378
agm003161065,0.320000,0.524446,378.324005,0.311380,460.102894,0.000907
agm001116899,8.465000,4.164450,357.718445,0.736096,208.125100,0.005331
agm002190798,3.577000,7.390551,325.052673,0.569408,179.533620,0.002489
agm001287046,4.387000,1.703308,311.782898,0.671745,134.657779,0.003804
agm001285905,0.089000,2.761868,337.725403,0.297876,195.658219,0.033242
agm003169103,0.525000,0.717302,386.075653,0.364610,218.958439,0.000998
agm001040411,2.564000,3.964518,327.922211,0.554068,140.828554,0.002872
agm002367080,0.013000,1.755855,339.580627,0.256904,159.724976,0.028546
agm001342870,0.045000,1.370655,357.667328,0.280938,185.071208,0.004477
agm001213667,0.001000,3.548147,459.819733,0.216804,234.118638,0.004328
agm001170619,0.501000,4.001593,483.946838,0.341731,332.901764,0.006907
agm003202145,0.000000,7.410975,410.282898,0.204757,230.336236,0.004676
agm001613652,0.000000,0.591543,608.394165,0.199302,281.706829,0.003155
agm003184523,0.013000,1.993679,340.716461,0.252935,198.167894,0.001308
agm001267753,2.694000,1.012094,390.292603,0.521688,184.082490,0.013696
agm002945723,0.000000,2.788793,536.974915,0.200400,317.603391,0.002967
agm003192805,1.495000,3.740078,310.920959,0.445631,199.274311,0.001772
agm001121298,3.599000,3.758065,412.211639,0.553070,199.288896,0.004093
agm002154148,2.191000,0.896783,312.180084,0.444842,293.848195,0.000334
agm002140506,1.452000,7.483636,406.334747,0.487641,129.004730,0.000145
agm003262533,21.851000,11.941585,295.134064,2.184971,115.651785,0.000998
agm002166714,6.214000,5.722140,257.736664,0.671706,191.428422,0.001211
agm001617163,0.000000,2.166441,474.227753,0.191188,287.460188,0.002025
agm001309938,0.124000,2.627657,369.311646,0.309284,190.776707,0.079041
agm001178153,0.001000,4.566287,279.186829,0.211583,222.170519,0.010080
agm001149840,0.031000,1.797005,396.687347,0.263281,279.893260,0.001000
agm002201278,0.038000,2.093760,521.254822,0.270908,240.343336,0.005506
agm002308806,0.636000,6.803688,391.203766,0.373028,228.617674,0.007648
agm001115361,0.233000,2.255841,394.082062,0.323906,237.759567,0.003376
agm003160834,0.118000,1.439171,594.250244,0.288769,357.621507,0.000119
agm001199093,0.000000,0.617250,418.530457,0.175188,200.615204,0.002173
agm003294704,21.163000,9.726681,395.427673,1.203590,217.937597,0.000328
agm003161649,4.468000,2.480088,326.561554,0.613877,177.075168,0.001357
agm003186372,0.000000,1.371687,278.218353,0.135479,186.241123,0.000980
agm003624206,0.447000,3.884715,414.785339,0.359283,206.021932,0.000944
agm002658187,0.059000,3.676054,227.689011,0.301320,116.262334,0.005087
agm003435930,0.605000,5.266405,392.369232,0.361368,268.299024,0.001976
agm001116460,5.035000,3.827668,362.430878,0.619012,194.721825,0.013342
agm003161325,1.779000,0.928627,403.637482,0.448490,229.681220,0.010543
agm001212467,0.000000,1.728189,295.226776,0.153998,170.493769,0.002470
agm002342717,0.054000,3.138028,464.433685,0.274877,288.109717,0.001006
agm001232021,0.000000,0.804501,349.181061,0.094187,178.311119,0.001648
agm002383807,1.440000,3.853715,382.098541,0.418580,263.080243,0.001801
agm001610860,0.171000,2.918888,625.113770,0.311297,245.939379,0.003701
agm003165718,0.680000,3.160137,347.103363,0.395037,171.465580,0.009675
agm001836397,0.875000,0.902153,424.031708,0.388153,244.998396,0.008472
agm003435941,6.207000,8.553056,408.252380,0.633351,224.792904,0.001135
agm002744506,0.000000,0.973686,451.180817,0.167041,288.696086,0.004976
agm003260683,4.857000,6.307256,588.047485,0.533400,304.910859,0.004249
agm005103698,0.000000,1.366872,531.822021,0.168079,336.200355,0.009333
agm003264545,3.320000,1.725350,709.581299,0.472021,339.210241,0.013126
agm001277068,1.114000,1.266523,334.387878,0.434416,167.587071,0.002207
agm003556183,0.786000,2.711006,384.060577,0.402276,178.338961,0.027908
agm001197853,0.044000,2.442059,457.352448,0.271892,266.228840,0.002488
agm001138961,0.885000,2.095205,356.184296,0.402728,199.604055,0.000916
agm001115641,8.838000,4.400955,335.625763,0.832326,165.761684,0.003757
agm002346679,4.277000,3.180823,291.293304,0.753508,98.701171,0.008087
agm002191067,0.298000,1.636122,448.744751,0.334427,233.770260,0.003918
agm001123250,1.272000,1.758957,282.939911,0.468807,134.139177,0.001771
agm003160596,0.207000,1.622983,520.510925,0.316257,258.673135,0.001152
agm002314357,0.000000,1.208742,396.175629,0.096918,254.715517,0.005523
agm001340799,0.023000,2.200407,308.940033,0.273596,128.901838,0.029682
agm001291446,0.093000,1.786558,402.018768,0.292159,250.458698,0.002988
agm001115816,9.109000,2.950184,382.334381,1.004093,121.075485,0.002067
agm003186226,0.004000,1.690922,402.304321,0.233038,251.134563,0.004413
agm003186175,0.258000,2.887705,311.547577,0.347653,150.348908,0.000390
agm003296144,0.001000,8.777071,110.526360,0.234434,65.397468,0.007223
agm002191293,0.000000,10.047089,364.384369,0.170457,216.650199,0.001253
agm001630945,0.012000,3.203294,261.752777,0.253050,190.574530,0.006657
agm003299767,0.829000,1.101697,583.806519,0.369977,314.028506,0.000640
agm002383804,5.832000,4.690991,388.566864,0.624389,219.828237,0.000568
agm003264173,0.000000,4.002686,676.353027,0.196362,383.195285,0.002308
agm002496906,1.929000,2.916951,396.526154,0.468816,203.027346,0.003783
agm001355946,0.977000,2.414427,316.110870,0.466379,105.233125,0.005477
agm002250900,0.248000,3.492161,453.183197,0.318277,293.724529,0.000820
agm003262069,4.536000,14.534359,307.807281,0.612991,180.796808,0.002570
agm001316266,1.178000,4.507140,303.611816,0.444278,159.071604,0.006314
agm003437829,0.000000,3.375946,497.738159,0.209477,228.744203,0.018818
agm002314229,0.000000,0.534651,369.330658,0.096653,214.405650,0.000001
agm003180459,0.068000,1.329335,413.005707,0.292672,179.205146,0.001091
agm003186625,2.568000,2.389681,389.473907,0.510750,190.299656,0.004165
agm002226393,0.000000,1.723833,328.846039,0.128795,171.041047,0.027865
agm001228452,0.002000,2.269995,463.652710,0.222960,268.536440,0.003898
agm003435959,15.520000,6.276417,388.497589,1.584897,112.477193,0.002550
agm002305653,0.087000,0.900597,299.134552,0.302182,166.511339,0.001551
agm001121203,0.354000,0.509515,353.888336,0.362354,154.038117,0.006032
agm002182685,0.000000,7.496146,309.705841,0.167369,156.832600,0.007107
agm003438098,0.174000,6.079180,340.679840,0.329018,155.418141,0.000917
agm001116355,0.015000,1.967767,451.888306,0.251869,252.925890,0.001494
agm003258410,2.557000,5.616401,535.908142,0.474694,255.433635,0.001761
agm002134289,0.010000,3.605549,520.677307,0.242927,303.996398,0.007435
agm001851647,1.528000,2.614673,358.066376,0.439258,218.549212,0.004606
agm002314328,0.000000,1.989482,305.807892,0.199157,178.958879,0.002112
agm002139904,0.000000,0.820894,324.509369,0.198759,384.528046,0.014830
agm002154155,0.032000,3.733886,488.381500,0.261881,312.989462,0.000843
agm002135799,5.725000,11.780440,355.404022,0.677506,172.718007,0.000413
agm001141985,0.161000,2.265498,340.586060,0.312900,221.789509,0.001905
agm001197542,0.001000,1.769762,425.835754,0.216210,216.455851,0.005693
agm002246296,0.003000,0.700640,291.783844,0.238145,132.059123,0.013515
agm002360726,1.291000,7.960877,421.522247,0.420529,230.462619,0.003907
agm001238619,0.155000,0.526511,361.827545,0.316780,191.353546,0.021433
agm002433296,0.000000,0.261940,522.192383,0.122348,301.040998,0.004200
agm003470410,0.000000,1.084104,628.120483,0.163011,396.644178,0.009035
agm002190855,0.196000,5.297358,426.562256,0.318046,234.031250,0.002067
agm002186773,0.117000,2.613546,428.957245,0.294238,291.528348,0.006857
agm003394529,0.452000,4.107670,465.970581,0.335938,341.685496,0.003366
agm001217839,0.000000,2.993165,318.131195,0.119850,184.335313,0.003354
agm002146756,1.907000,10.507378,412.740631,0.456685,226.848788,0.001947
agm002695317,0.000000,0.108600,321.454987,0.121087,208.015916,0.583278
agm001121588,0.019000,3.595060,383.956329,0.258537,221.259042,0.002388
agm002164704,0.000000,0.652758,651.195068,0.157365,419.848170,0.003165
agm002181521,0.476000,1.519729,272.958618,0.368104,186.083908,0.005614
agm002177962,0.793000,2.244454,502.409088,0.385653,230.675927,0.005867
agm004930361,10.026000,6.079365,565.244141,0.865820,172.881640,0.001471
agm003614524,5.915000,2.772902,515.282532,0.641135,205.823466,0.003267
agm002692426,0.000000,2.108887,317.659637,0.201853,187.839064,0.001269
agm002322993,0.985000,8.216517,510.096283,0.393022,256.341466,0.004729
agm001222914,0.039000,1.933536,327.886749,0.276199,194.045150,0.002237
agm002733398,0.506000,4.514814,323.883118,0.370799,188.462929,0.002831
agm003189772,0.882000,3.070545,303.437988,0.410672,178.488050,0.005895
agm002240828,0.519000,1.609507,503.481781,0.349732,290.041675,0.046421
agm003260604,0.000000,1.270158,514.021240,0.111328,292.983754,0.008319
agm003187382,6.666000,2.341289,527.618408,0.621806,255.305347,0.002177
agm003762320,2.718000,5.276602,533.927979,0.483013,251.522710,0.003168
agm001525288,0.129000,1.264271,393.695465,0.298917,274.131177,0.003306
agm001202601,0.000000,0.657847,465.933990,0.146460,276.374634,0.012638
agm003436168,0.795000,6.129245,358.765472,0.399261,188.522096,0.002045
agm001830399,1.319000,4.779017,398.191925,0.432493,203.736639,0.012616
agm003188840,9.130000,6.664245,326.144623,0.720939,235.315141,0.006780
agm001280842,4.425000,6.619493,305.389923,0.603480,184.947716,0.007449
agm003180563,1.822000,5.164817,334.493439,0.470582,189.234519,0.003090
agm001265690,0.005000,1.925850,422.953033,0.230454,363.334235,0.001994
agm003190879,2.152000,7.548284,305.578796,0.504461,167.274127,0.006266
agm001121294,2.241000,2.463729,420.570526,0.527221,146.743463,0.004832
agm001614383,0.000000,1.058063,443.330688,0.156273,247.635074,0.003729
agm002221770,0.715000,2.909494,428.998016,0.369738,271.919229,0.001079
agm001115161,0.278000,3.981923,453.090576,0.325252,273.803065,0.005338
agm003192660,0.151000,2.088774,491.755920,0.305215,261.189164,0.007946
agm002134110,0.579000,3.167483,539.586609,0.359506,266.105303,0.008380
agm003436019,0.622000,4.717149,418.648529,0.360031,283.143821,0.008896
agm003294068,0.000000,0.659848,698.977051,0.171666,429.472625,0.010349
agm003186326,0.051000,0.995181,488.230835,0.270935,318.470362,0.000267
agm002337760,0.400000,1.874143,404.952881,0.358283,188.147596,0.001236
agm003436024,2.038000,6.241265,375.966278,0.462997,227.553116,0.000217
agm001197828,0.682000,4.835117,458.641174,0.375703,233.672479,0.001821
agm001379695,0.000000,1.633586,387.692841,0.121986,239.848355,0.018932
agm001243646,0.000000,1.445863,394.764313,0.115131,181.201514,0.001552
agm002354279,0.001000,1.421571,351.899902,0.220490,172.183110,0.006896
agm001342809,0.000000,0.633701,407.661926,0.109489,302.671929,0.878975
agm002083422,1.982000,1.103397,490.035492,0.414285,381.542406,0.002063
agm003293580,0.006000,1.857098,234.856598,0.243976,159.163365,0.014434
agm003434279,0.022000,5.448002,360.020325,0.263647,194.525283,0.003052
agm005102861,0.447000,0.900806,373.951263,0.368993,172.001178,0.005909
agm001610614,0.060000,1.866929,327.410004,0.294312,149.963607,0.014956
agm002135004,1.076000,5.174542,457.697510,0.405357,234.179093,0.013832
agm001610856,0.000000,1.284575,534.512817,0.193696,257.763171,0.035479
agm005022315,0.392000,3.395481,481.868561,0.341138,263.484204,0.001070
agm001125164,0.000000,1.132122,322.132965,0.115630,184.027200,0.000501
agm002142631,1.722000,1.472786,185.248199,0.569081,86.240099,0.047040
agm002057083,0.213000,4.064836,424.263031,0.319674,242.465747,0.004545
agm001148077,3.751000,3.089616,259.286774,0.585300,172.248832,0.003241
agm001829245,2.402000,4.749522,429.270660,0.462792,268.427642,0.004829
agm002306638,0.048000,1.101658,457.095154,0.273430,267.778016,0.001314
agm001206884,0.000000,1.281472,330.305695,0.166439,157.358523,0.009607
agm002225188,0.002000,2.580441,475.223724,0.220541,336.738375,0.008974
agm003186966,0.116000,1.363018,348.429840,0.303227,214.421786,0.003569
agm001129853,3.544000,1.859274,347.652130,0.572375,174.805672,0.002123
agm002295176,0.107000,7.118014,354.223175,0.304782,188.399144,0.001546
agm002220164,0.021000,2.062343,335.282196,0.261007,215.476462,0.002451
agm003186708,0.000000,1.986649,330.884003,0.169354,202.545659,0.001068
agm002283426,0.934000,1.702492,495.037750,0.398110,224.677136,0.010428
agm001115288,6.074000,3.919728,369.663483,0.650690,203.662535,0.001124
agm002194239,0.017000,2.174266,369.383942,0.255142,236.173995,0.004714
agm001116328,3.311000,2.836279,321.404053,0.536015,204.611427,0.001075
agm001280758,0.266000,1.702836,311.608124,0.347682,154.943684,0.009149
agm003189717,0.102000,2.608868,302.291351,0.307125,167.333406,0.001159
agm001618827,4.761000,2.455507,491.864685,0.665292,149.613347,0.001011
agm003437487,0.263000,7.039989,342.957489,0.346668,156.757073,0.000759
agm002411881,0.000000,4.402273,419.471985,0.199547,196.090104,0.007082
agm002700007,0.002000,2.537391,322.722076,0.228646,143.223972,0.015652
agm003096079,0.000000,0.707964,586.768188,0.132371,326.439379,0.030661
agm002138451,0.726000,2.483923,501.329071,0.368202,283.128937,0.000771
agm001223832,0.002000,1.009127,416.094116,0.222382,246.805546,0.003192
agm002167041,0.753000,2.869439,358.270660,0.428625,121.352583,0.030163
agm001197014,2.635000,1.329379,391.149139,0.504864,204.153476,0.009107
