id,formula,pbe_pred,opt_pred,pbe_minus_opt
agm002175985,KFe(SO4)2,-2.1388630867004395,-1.5020101070404053,-0.6368529796600342
agm003248833,Mn7SbAsO12,-2.0458273887634277,-1.4091264009475708,-0.6367009878158569
agm003233253,SbS8Cl3,-0.8931988477706909,-0.25810354948043823,-0.6350952982902527
agm003273781,Sm(NO3)3,-1.5584219694137573,-0.9235639572143555,-0.6348580121994019
agm004884771,PmS2IO8,-2.2758467197418213,-1.6421936750411987,-0.6336530447006226
agm003273719,CoAg(NO3)3,-0.943327784538269,-0.3102142810821533,-0.6331135034561157
agm005545521,S5Cl,-0.5229960680007935,0.10921763628721237,-0.6322137042880058
agm004945665,PmN2ClO6,-1.657031536102295,-1.0267378091812134,-0.6302937269210815
agm003244732,BaS4O13,-2.171724557876587,-1.5430861711502075,-0.6286383867263794
agm003229226,Mn2H2SO6,-1.953355312347412,-1.324792742729187,-0.6285625696182251
agm005284313,LiB(S2O7)2,-2.063845157623291,-1.4354597330093384,-0.6283854246139526
agm005225954,K2Sn(S2O7)3,-2.0546388626098633,-1.4269227981567383,-0.627716064453125
agm003230093,SnSO4,-1.9691487550735474,-1.342004656791687,-0.6271440982818604
agm003274397,FeSeO4,-1.4377567768096924,-0.8106605410575867,-0.6270962357521057
agm003227031,BrNO3,-0.6417204141616821,-0.015101172029972076,-0.62661924213171
agm005742851,ClO3F,-0.5928691625595093,0.0333876833319664,-0.6262568458914757
agm003269599,CrMoF6,-2.952702760696411,-2.3283512592315674,-0.6243515014648438
agm004874422,CsSm(SO4)2,-2.6189825534820557,-1.9950190782546997,-0.623963475227356
